time,solar_power_reference_kw
0,22000.0
1,21999.000000001663
2,21998.000000013333
3,21997.000000045
4,21996.000000106666
5,21995.000000208332
6,21994.00000036
7,21993.000000571665
8,21992.000000853335
9,21991.000001215
10,21990.000001666664
11,21989.000002218338
12,21988.00000288
13,21987.000003661666
14,21986.000004573336
15,21985.000005625
16,21984.000006826667
17,21983.00000818833
18,21982.00000972
19,21981.000011431664
20,21980.00001333333
21,21979.000015435
22,21978.00001774666
23,21977.00002027833
24,21976.00002303999
25,21975.00002604166
26,21974.00002929332
27,21973.00003280499
28,21972.000036586654
29,21971.000040648316
30,21970.000044999982
31,21969.000049651644
32,21968.0000546133
33,21967.000059894966
34,21966.00006550663
35,21965.00007145829
36,21964.00007775995
37,21963.00008442161
38,21962.00009145326
39,21961.000098864926
40,21960.00010666658
41,21959.000114868235
42,21958.00012347989
43,21957.000132511545
44,21956.000141973196
45,21955.000151874847
46,21954.000162226497
47,21953.00017303814
48,21952.000184319782
49,21951.00019608143
50,21950.000208333073
51,21949.000221084712
52,21948.00023434635
53,21947.000248127984
54,21946.000262439615
55,21945.000277291245
56,21944.000292692872
57,21943.000308654497
58,21942.000325186124
59,21941.00034229774
60,21940.00035999935
61,21939.000378300963
62,21938.00039721257
63,21937.000416744173
64,21936.00043690577
65,21935.000457707367
66,21934.000479158956
67,21933.00050127054
68,21932.00052405212
69,21931.000547513697
70,21930.000571665267
71,21929.000596516827
72,21928.000622078383
73,21927.00064835994
74,21926.000675371484
75,21925.000703123027
76,21924.000731624554
77,21923.000760886076
78,21922.000790917595
79,21921.000821729107
80,21920.000853330603
81,21919.000885732097
82,21918.000918943577
83,21917.000952975053
84,21916.000987836516
85,21915.001023537967
86,21914.001060089413
87,21913.001097500848
88,21912.00113578227
89,21911.00117494368
90,21910.00121499508
91,21909.001255946467
92,21908.00129780784
93,21907.0013405892
94,21906.00138430055
95,21905.001428951884
96,21904.001474553206
97,21903.00152111451
98,21902.0015686458
99,21901.001617157075
100,21900.001666658332
101,21899.001717159575
102,21898.0017686708
103,21897.001821202008
104,21896.001874763195
105,21895.00192936437
106,21894.00198501551
107,21893.00204172665
108,21892.00209950776
109,21891.002158368847
110,21890.00221831991
111,21889.00227937096
112,21888.00234153198
113,21887.002404812974
114,21886.002469223953
115,21885.002534774907
116,21884.002601475833
117,21883.00266933673
118,21882.0027383676
119,21881.002808578447
120,21880.002879979267
121,21879.002952580053
122,21878.003026390812
123,21877.00310142154
124,21876.003177682236
125,21875.003255182903
126,21874.00333393354
127,21873.003413944138
128,21872.0034952247
129,21871.00357778523
130,21870.003661635725
131,21869.003746786184
132,21868.003833246603
133,21867.00392102699
134,21866.00401013733
135,21865.004100587634
136,21864.004192387896
137,21863.004285548115
138,21862.00438007829
139,21861.004475988422
140,21860.004573288512
141,21859.00467198856
142,21858.004772098553
143,21857.004873628503
144,21856.004976588403
145,21855.005080988252
146,21854.00518683805
147,21853.0052941478
148,21852.00540292749
149,21851.005513187138
150,21850.00562493672
151,21849.00573818625
152,21848.00585294572
153,21847.005969225134
154,21846.00608703449
155,21845.00620638378
156,21844.00632728301
157,21843.006449742177
158,21842.00657377128
159,21841.006699380316
160,21840.006826579287
161,21839.006955378187
162,21838.00708578702
163,21837.007217815782
164,21836.007351474473
165,21835.007486773087
166,21834.007623721624
167,21833.00776233009
168,21832.00790260848
169,21831.008044566785
170,21830.00818821501
171,21829.00833356316
172,21828.00848062122
173,21827.0086293992
174,21826.00877990709
175,21825.00893215489
176,21824.009086152608
177,21823.00924191023
178,21822.00939943776
179,21821.00955874519
180,21820.00971984254
181,21819.00988273978
182,21818.01004744693
183,21817.01021397397
184,21816.01038233091
185,21815.01055252775
186,21814.010724574484
187,21813.01089848111
188,21812.01107425762
189,21811.01125191403
190,21810.011431460327
191,21809.011612906503
192,21808.01179626257
193,21807.011981538515
194,21806.01216874434
195,21805.01235789004
196,21804.012548985625
197,21803.012742041075
198,21802.012937066404
199,21801.013134071603
200,21800.01333306667
201,21799.0135340616
202,21798.0137370664
203,21797.01394209106
204,21796.01414914558
205,21795.01435823996
206,21794.014569384195
207,21793.01478258829
208,21792.01499786223
209,21791.015215216023
210,21790.01543465966
211,21789.015656203148
212,21788.015879856477
213,21787.01610562965
214,21786.016333532654
215,21785.016563575504
216,21784.016795768184
217,21783.017030120696
218,21782.01726664304
219,21781.017505345208
220,21780.0177462372
221,21779.01798932902
222,21778.018234630657
223,21777.01848215211
224,21776.01873190338
225,21775.018983894464
226,21774.019238135355
227,21773.019494636057
228,21772.019753406563
229,21771.02001445687
230,21770.02027779698
231,21769.020543436884
232,21768.020811386585
233,21767.021081656076
234,21766.02135425535
235,21765.021629194427
236,21764.02190648327
237,21763.022186131904
238,21762.022468150313
239,21761.0227525485
240,21760.023039336455
241,21759.023328524185
242,21758.02362012168
243,21757.023914138936
244,21756.02421058595
245,21755.02450947273
246,21754.024810809264
247,21753.025114605545
248,21752.025420871578
249,21751.02572961736
250,21750.026040852877
251,21749.026354588135
252,21748.026670833133
253,21747.026989597864
254,21746.027310892325
255,21745.02763472651
256,21744.027961110423
257,21743.02829005405
258,21742.0286215674
259,21741.028955660466
260,21740.02929234323
261,21739.029631625715
262,21738.029973517896
263,21737.03031802978
264,21736.03066517136
265,21735.03101495263
266,21734.0313673836
267,21733.031722474247
268,21732.032080234578
269,21731.032440674593
270,21730.032803804283
271,21729.033169633643
272,21728.033538172665
273,21727.033909431357
274,21726.03428341971
275,21725.03466014772
276,21724.035039625385
277,21723.035421862696
278,21722.035806869655
279,21721.03619465626
280,21720.036585232498
281,21719.03697860837
282,21718.037374793872
283,21717.037773799
284,21716.038175633752
285,21715.038580308126
286,21714.038987832108
287,21713.039398215704
288,21712.0398114689
289,21711.04022760171
290,21710.040646624104
291,21709.0410685461
292,21708.04149337768
293,21707.041921128846
294,21706.042351809596
295,21705.042785429923
296,21704.043221999826
297,21703.04366152929
298,21702.04410402831
299,21701.0445495069
300,21700.044997975045
301,21699.045449442736
302,21698.04590391997
303,21697.046361416753
304,21696.046821943062
305,21695.047285508914
306,21694.047752124286
307,21693.04822179918
308,21692.0486945436
309,21691.049170367525
310,21690.04964928096
311,21689.050131293898
312,21688.050616416334
313,21687.05110465826
314,21686.051596029683
315,21685.05209054059
316,21684.05258820098
317,21683.053089020832
318,21682.05359301016
319,21681.054100178942
320,21680.0546105372
321,21679.055124094903
322,21678.055640862058
323,21677.05616084865
324,21676.05668406469
325,21675.05721052015
326,21674.05774022505
327,21673.05827318937
328,21672.058809423103
329,21671.059348936247
330,21670.0598917388
331,21669.060437840755
332,21668.06098725211
333,21667.06153998285
334,21666.06209604297
335,21665.06265544247
336,21664.063218191357
337,21663.0637842996
338,21662.06435377721
339,21661.06492663417
340,21660.065502880487
341,21659.066082526144
342,21658.066665581144
343,21657.067252055476
344,21656.067841959135
345,21655.068435302117
346,21654.069032094412
347,21653.06963234602
348,21652.07023606693
349,21651.070843267134
350,21650.071453956643
351,21649.072068145422
352,21648.072685843486
353,21647.073307060826
354,21646.07393180743
355,21645.074560093297
356,21644.075191928412
357,21643.07582732278
358,21642.07646628639
359,21641.07710882923
360,21640.07775496131
361,21639.07840469261
362,21638.079058033112
363,21637.079714992837
364,21636.08037558176
365,21635.08103980988
366,21634.08170768719
367,21633.082379223684
368,21632.083054429353
369,21631.083733314194
370,21630.084415888192
371,21629.08510216135
372,21628.085792143655
373,21627.086485845102
374,21626.08718327569
375,21625.087884445395
376,21624.08858936423
377,21623.089298042178
378,21622.09001048923
379,21621.090726715385
380,21620.09144673063
381,21619.09217054496
382,21618.092898168372
383,21617.093629610852
384,21616.094364882396
385,21615.095103993
386,21614.09584695265
387,21613.096593771337
388,21612.097344459064
389,21611.098099025818
390,21610.09885748159
391,21609.099619836372
392,21608.10038610016
393,21607.10115628294
394,21606.10193039471
395,21605.102708445465
396,21604.103490445188
397,21603.104276403876
398,21602.105066331525
399,21601.10586023812
400,21600.106658133656
401,21599.107460028128
402,21598.10826593153
403,21597.10907585384
404,21596.109889805062
405,21595.110707795186
406,21594.111529834205
407,21593.112355932102
408,21592.113186098886
409,21591.114020344532
410,21590.114858679037
411,21589.11570111239
412,21588.11654765459
413,21587.11739831563
414,21586.11825310549
415,21585.11911203417
416,21584.119975111655
417,21583.120842347944
418,21582.121713753026
419,21581.12258933689
420,21580.123469109523
421,21579.12435308092
422,21578.12524126108
423,21577.12613365999
424,21576.12703028763
425,21575.12793115401
426,21574.1288362691
427,21573.129745642906
428,21572.130659285413
429,21571.131577206615
430,21570.132499416504
431,21569.13342592506
432,21568.134356742292
433,21567.135291878178
434,21566.1362313427
435,21565.137175145876
436,21564.13812329767
437,21563.139075808085
438,21562.14003268711
439,21561.140993944733
440,21560.141959590943
441,21559.142929635746
442,21558.143904089105
443,21557.14488296103
444,21556.14586626151
445,21555.14685400053
446,21554.14784618808
447,21553.14884283415
448,21552.149843948737
449,21551.15084954182
450,21550.1518596234
451,21549.152874203457
452,21548.153893291987
453,21547.154916898977
454,21546.155945034418
455,21545.1569777083
456,21544.15801493061
457,21543.159056711334
458,21542.16010306048
459,21541.16115398802
460,21540.16220950395
461,21539.163269618257
462,21538.16433434093
463,21537.16540368196
464,21536.166477651335
465,21535.167556259046
466,21534.168639515083
467,21533.169727429435
468,21532.17082001209
469,21531.17191727303
470,21530.173019222257
471,21529.174125869748
472,21528.175237225503
473,21527.176353299503
474,21526.17747410174
475,21525.178599642204
476,21524.17972993088
477,21523.18086497776
478,21522.18200479283
479,21521.183149386085
480,21520.1842987675
481,21519.185452947077
482,21518.1866119348
483,21517.187775740655
484,21516.188944374633
485,21515.19011784672
486,21514.191296166904
487,21513.192479345184
488,21512.193667391533
489,21511.194860315944
490,21510.196058128407
491,21509.197260838915
492,21508.198468457445
493,21507.19968099399
494,21506.200898458537
495,21505.20212086108
496,21504.2033482116
497,21503.204580520083
498,21502.20581779652
499,21501.207060050907
500,21500.20830729322
501,21499.209559533443
502,21498.210816781575
503,21497.2120790476
504,21496.213346341505
505,21495.21461867327
506,21494.2158960529
507,21493.21717849037
508,21492.218465995655
509,21491.219758578765
510,21490.221056249677
511,21489.22235901838
512,21488.223666894857
513,21487.22497988909
514,21486.226298011083
515,21485.22762127081
516,21484.22894967826
517,21483.23028324342
518,21482.231621976283
519,21481.232965886826
520,21480.234314985035
521,21479.235669280908
522,21478.23702878442
523,21477.23839350556
524,21476.23976345432
525,21475.24113864068
526,21474.242519074633
527,21473.243904766157
528,21472.24529572524
529,21471.246691961875
530,21470.24809348604
531,21469.249500307724
532,21468.250912436913
533,21467.25232988359
534,21466.25375265775
535,21465.25518076937
536,21464.25661422844
537,21463.258053044938
538,21462.25949722886
539,21461.260946790186
540,21460.262401738903
541,21459.26386208499
542,21458.26532783845
543,21457.266799009252
544,21456.268275607385
545,21455.269757642836
546,21454.271245125583
547,21453.27273806563
548,21452.274236472935
549,21451.27574035751
